ID,Latitudine,Longitudine,Alloggio,Tipologia,Prezzo,Cibo,Animali ammessi,Stagione rilevante,Souvenir locali,Località
228,43.146412292305385,12.121911704047545,Sì,Hotel,378,Nessuna informazione,No,Nessuna informazione,No,Autunno-inverno
229,45.159868280343126,11.03154778702526,Sì,Hotel,409,Nessuna informazione,Sì,Primavera-estate,No,Primavera-estate
230,41.411159631569795,13.49002966189703,Sì,Hotel,148,Gluten-free,Sì,Primavera-estate,No,Autunno-inverno
231,45.623740203123916,12.741698192341422,Sì,Ostello,444,Gluten-free,Sì,Autunno-inverno,Sì,Primavera-estate
232,42.684974492154495,12.896887357571273,No,All'aperto,232,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
233,44.42271311875377,9.626836154634479,No,Visite storico-culturali,492,Gluten-free,No,Primavera-estate,No,Autunno-inverno
234,42.304109975384215,12.711839926947226,Sì,Villaggio turistico,319,Gluten-free,No,Nessuna informazione,No,Nessuna informazione
235,39.052229844840525,8.932170963414086,No,Visite storico-culturali,348,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
236,37.54098154000535,14.358169485492056,No,Gastronomia,74,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
237,41.38013061281211,14.342679428004466,No,Gastronomia,209,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
238,43.14312750665158,11.577210228232985,Sì,Bed & Breakfast,468,Nessuna informazione,No,Nessuna informazione,Sì,Primavera-estate
239,46.49883754259774,12.068753206667223,No,Gastronomia,71,Gluten-free,Sì,Nessuna informazione,No,Nessuna informazione
240,45.92514194020965,9.987491040917947,No,Visite storico-culturali,262,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
241,38.32328809041204,15.963401509803578,Sì,Bed & Breakfast,437,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
242,44.0605810981434,10.517019380808236,No,Gastronomia,51,Gluten-free,No,Nessuna informazione,Sì,Primavera-estate
243,45.4288728292501,10.705937470724272,No,All'aperto,210,Vegan,No,Primavera-estate,No,Nessuna informazione
244,40.811916760115686,16.99536748498361,Sì,Bed & Breakfast,24,Nessuna informazione,Sì,Autunno-inverno,Sì,Primavera-estate
245,41.04771081526948,14.457549840741553,Sì,Ostello,496,Vegan,No,Autunno-inverno,Sì,Primavera-estate
246,45.49049228511165,8.477001590841935,Sì,Ostello,309,Vegetarian,Sì,Nessuna informazione,Sì,Primavera-estate
247,37.66270855230806,12.628739976672584,No,Visite storico-culturali,145,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
248,40.00663985260606,9.02229784647789,Sì,Villaggio turistico,266,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
249,40.67580713137352,8.862141114893598,Sì,Ostello,77,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
250,44.061913750084976,7.800151853649711,No,Gastronomia,145,Vegan,Sì,Primavera-estate,No,Nessuna informazione
251,46.20090325631858,13.195024780076396,Sì,Bed & Breakfast,356,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
252,37.24361267737145,13.806089657460344,No,Visite storico-culturali,457,Gluten-free,Sì,Primavera-estate,Sì,Autunno-inverno
253,43.990148339057384,7.9580797306992235,No,Visite storico-culturali,309,Nessuna informazione,No,Nessuna informazione,No,Primavera-estate
254,39.606909771384544,9.198469761520517,No,Visite storico-culturali,146,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
255,39.20900129122014,17.144801953869063,No,Visite storico-culturali,471,Vegetarian,No,Autunno-inverno,Sì,Nessuna informazione
256,40.393198718441965,9.440507778480034,Sì,Ostello,203,Vegan,Sì,Primavera-estate,No,Nessuna informazione
257,46.512621668078054,10.417255519260967,Sì,Villaggio turistico,297,Gluten-free,No,Nessuna informazione,Sì,Primavera-estate
258,43.30915256004962,12.36982864436175,No,Visite storico-culturali,253,Gluten-free,Sì,Nessuna informazione,Sì,Autunno-inverno
259,40.33998075180608,15.478267349493155,No,Gastronomia,186,Vegetarian,Sì,Primavera-estate,No,Nessuna informazione
260,43.73705404962131,12.211537658674818,Sì,Ostello,362,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
261,45.78231655642482,9.776002744301117,Sì,Bed & Breakfast,285,Vegan,No,Nessuna informazione,No,Nessuna informazione
262,38.00909605967324,14.98220204689884,Sì,Ostello,110,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
263,43.94833542081311,11.438617183844599,No,Visite storico-culturali,258,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
264,40.87888183494729,14.387906717953253,No,Visite storico-culturali,101,Gluten-free,No,Nessuna informazione,Sì,Primavera-estate
265,45.07862969783615,10.447044776305603,No,All'aperto,153,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
266,46.421926179762806,11.489614240734786,No,Visite storico-culturali,141,Nessuna informazione,Sì,Primavera-estate,Sì,Autunno-inverno
267,44.00889211307724,10.556659656207911,No,Visite storico-culturali,139,Vegan,Sì,Autunno-inverno,Sì,Nessuna informazione
268,40.145781215382335,16.251757004099346,No,Gastronomia,47,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
269,45.16328262247481,10.95834949645754,No,Visite storico-culturali,486,Vegan,Sì,Primavera-estate,Sì,Primavera-estate
270,41.87084830809902,15.747714998382383,No,Gastronomia,229,Nessuna informazione,Sì,Nessuna informazione,No,Autunno-inverno
271,41.32937051057728,15.474697792594725,No,Gastronomia,417,Vegan,No,Primavera-estate,No,Primavera-estate
272,39.291417180896474,16.600673740894123,No,All'aperto,267,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
273,39.11866266222283,16.703372477819233,Sì,Hotel,494,Vegetarian,No,Nessuna informazione,No,Autunno-inverno
274,44.320794541471464,7.973941237713868,No,Gastronomia,226,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
275,37.29626101080149,15.081961395924612,No,Visite storico-culturali,151,Nessuna informazione,No,Nessuna informazione,Sì,Primavera-estate
276,46.07010931573348,8.421126766125711,Sì,Bed & Breakfast,241,Vegan,Sì,Nessuna informazione,Sì,Nessuna informazione
277,37.79623399608965,13.588298350243141,No,Visite storico-culturali,283,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
278,44.676375966784065,7.088074723834235,No,Visite storico-culturali,422,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
279,45.725495561377144,12.591325593583317,Sì,Ostello,476,Nessuna informazione,Sì,Autunno-inverno,No,Primavera-estate
280,39.29886617381573,16.194005111340147,Sì,Bed & Breakfast,211,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
281,40.48374048583191,9.740563739813949,Sì,Villaggio turistico,197,Nessuna informazione,No,Nessuna informazione,Sì,Nessuna informazione
282,39.64312953898963,8.76328583927722,Sì,Ostello,224,Vegetarian,Sì,Nessuna informazione,No,Autunno-inverno
283,39.75562412289552,15.914400944754025,No,Gastronomia,187,Nessuna informazione,No,Nessuna informazione,Sì,Autunno-inverno
284,45.16814318690486,10.404187757432664,Sì,Bed & Breakfast,344,Vegetarian,No,Primavera-estate,Sì,Nessuna informazione
285,46.3078294438021,11.669299491138869,Sì,Villaggio turistico,54,Vegan,No,Primavera-estate,No,Nessuna informazione
286,45.20219014282205,7.085855553956225,Sì,Ostello,327,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
287,45.94847510936694,10.139700525846877,No,Gastronomia,159,Nessuna informazione,Sì,Primavera-estate,No,Primavera-estate
288,40.8285989337145,17.389596812746085,No,Gastronomia,356,Vegan,No,Nessuna informazione,No,Primavera-estate
289,43.668619119196755,11.926319128835727,No,Visite storico-culturali,246,Gluten-free,No,Primavera-estate,Sì,Primavera-estate
290,42.26784252868572,12.58079214673923,No,Gastronomia,66,Gluten-free,No,Autunno-inverno,Sì,Primavera-estate
291,37.46853024891185,13.57779243107889,No,All'aperto,387,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
292,38.04386400357714,15.763154008725376,Sì,Bed & Breakfast,296,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
293,40.67028716398963,17.410973095363154,No,Visite storico-culturali,95,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
294,42.65831151081409,11.453200308845943,No,Visite storico-culturali,379,Vegetarian,No,Nessuna informazione,Sì,Nessuna informazione
295,42.52432426418672,12.454659969559188,Sì,Hotel,455,Nessuna informazione,Sì,Primavera-estate,No,Autunno-inverno
296,44.68222360952619,10.986296518189164,No,Gastronomia,328,Vegetarian,No,Nessuna informazione,Sì,Primavera-estate
297,43.312681160252794,11.500633290888924,No,All'aperto,297,Vegetarian,Sì,Nessuna informazione,No,Autunno-inverno
298,45.01003376388718,9.173867681889813,No,Visite storico-culturali,267,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
299,40.49297705963589,15.962372611139653,Sì,Bed & Breakfast,439,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
300,41.667748005027086,14.856447992011475,Sì,Ostello,106,Gluten-free,No,Primavera-estate,No,Primavera-estate
301,38.45781191100724,16.14901907570778,No,All'aperto,475,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
302,42.1118575420152,13.16922503550486,Sì,Bed & Breakfast,415,Vegan,Sì,Nessuna informazione,No,Nessuna informazione
303,45.5835817465194,12.579321692349426,No,All'aperto,131,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
304,44.37871255800811,9.760258712488698,Sì,Hotel,181,Vegan,No,Nessuna informazione,Sì,Nessuna informazione
305,43.039159693342995,10.615830877033495,Sì,Villaggio turistico,313,Vegetarian,Sì,Primavera-estate,Sì,Autunno-inverno
306,46.42402464021453,10.69785467390767,No,Gastronomia,373,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
307,43.830497690869244,12.068183089896792,Sì,Villaggio turistico,441,Vegetarian,No,Nessuna informazione,No,Primavera-estate
308,42.84305504697708,13.751016335716335,No,Visite storico-culturali,88,Vegetarian,No,Primavera-estate,No,Autunno-inverno
309,46.180640601041056,12.669691457886897,Sì,Bed & Breakfast,40,Vegan,No,Autunno-inverno,Sì,Primavera-estate
310,41.20615024980455,14.291150362973138,Sì,Ostello,188,Nessuna informazione,No,Autunno-inverno,Sì,Autunno-inverno
311,44.025874617871956,12.591588066797115,Sì,Ostello,310,Nessuna informazione,Sì,Nessuna informazione,Sì,Primavera-estate
312,40.43759049009675,17.97293619179752,No,All'aperto,397,Vegetarian,No,Nessuna informazione,Sì,Autunno-inverno
313,45.1184992611788,12.295135763500134,No,All'aperto,197,Vegan,No,Primavera-estate,Sì,Autunno-inverno
314,46.031389530871074,8.44396423827306,Sì,Ostello,490,Nessuna informazione,No,Primavera-estate,No,Nessuna informazione
315,43.788163104884184,11.072527867304935,No,All'aperto,379,Gluten-free,Sì,Autunno-inverno,Sì,Autunno-inverno
316,46.66868214995817,12.298621784154445,Sì,Villaggio turistico,62,Vegetarian,No,Autunno-inverno,Sì,Nessuna informazione
317,41.04483979433387,16.310854607074205,No,All'aperto,311,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
318,37.56764181918623,13.940865126402764,No,Gastronomia,131,Vegan,No,Autunno-inverno,No,Autunno-inverno
319,46.28422343044027,11.202480817779906,No,Gastronomia,326,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
320,45.65810732414643,13.832997416985869,Sì,Villaggio turistico,379,Nessuna informazione,No,Primavera-estate,Sì,Autunno-inverno
321,40.56039746400762,17.715344454613597,No,Gastronomia,346,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
322,44.475259357253016,11.073652602551615,Sì,Bed & Breakfast,221,Nessuna informazione,No,Autunno-inverno,No,Nessuna informazione
323,41.943218699478884,12.506447444399049,Sì,Villaggio turistico,194,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
324,43.8639154933879,10.436249845034952,No,Visite storico-culturali,372,Vegetarian,Sì,Nessuna informazione,No,Autunno-inverno
325,45.20281366300718,9.170496125917099,No,Gastronomia,372,Gluten-free,Sì,Nessuna informazione,No,Primavera-estate
326,40.78449726106852,9.118652878821223,No,Visite storico-culturali,334,Vegan,Sì,Nessuna informazione,No,Autunno-inverno
327,45.28813393687036,8.489993723976262,No,Gastronomia,77,Vegan,Sì,Autunno-inverno,No,Primavera-estate
328,45.207514189061435,6.985941350692663,No,Gastronomia,380,Gluten-free,Sì,Autunno-inverno,No,Primavera-estate
329,46.52241502312887,13.068530787337783,Sì,Hotel,144,Nessuna informazione,Sì,Primavera-estate,Sì,Primavera-estate
330,37.72877705838215,12.7230945022506,Sì,Ostello,397,Gluten-free,No,Primavera-estate,Sì,Autunno-inverno
331,41.832237789364484,13.724899625503431,No,Gastronomia,467,Vegan,Sì,Primavera-estate,Sì,Nessuna informazione
332,44.48952490788722,10.46520717193704,Sì,Hotel,107,Gluten-free,Sì,Autunno-inverno,No,Autunno-inverno
333,44.33048763511308,12.169067657688307,Sì,Hotel,415,Vegan,Sì,Autunno-inverno,Sì,Autunno-inverno
334,42.370993963208825,10.90322775573697,No,Visite storico-culturali,465,Vegetarian,No,Autunno-inverno,No,Nessuna informazione
335,39.99403966807378,15.860155146286179,Sì,Hotel,214,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
336,46.13818171903719,13.193327376363051,No,All'aperto,442,Nessuna informazione,No,Autunno-inverno,Sì,Nessuna informazione
337,45.516050046922096,9.433571879010604,Sì,Hotel,457,Vegetarian,Sì,Nessuna informazione,No,Nessuna informazione
338,40.4336384153107,8.654564880093481,Sì,Hotel,227,Vegan,No,Nessuna informazione,No,Nessuna informazione
339,44.978407856082825,8.16515235597543,No,Gastronomia,202,Vegetarian,Sì,Primavera-estate,Sì,Nessuna informazione
340,42.21958614739587,13.017656208659544,No,Gastronomia,350,Nessuna informazione,No,Autunno-inverno,No,Autunno-inverno
341,43.59990800097407,10.790506600391247,No,Visite storico-culturali,20,Vegetarian,Sì,Primavera-estate,No,Autunno-inverno
342,42.473902405553574,12.03531710747948,No,Visite storico-culturali,33,Nessuna informazione,No,Nessuna informazione,No,Nessuna informazione
343,44.54639553486123,9.787182230414471,Sì,Bed & Breakfast,131,Vegan,Sì,Nessuna informazione,Sì,Autunno-inverno
344,44.08563265837633,7.994608842541841,No,Gastronomia,366,Nessuna informazione,No,Nessuna informazione,Sì,Autunno-inverno
345,40.693777945995585,9.040057006337717,No,Gastronomia,375,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
346,43.34872173177899,10.963880173903078,Sì,Ostello,175,Nessuna informazione,No,Primavera-estate,Sì,Primavera-estate
347,39.65403278246419,16.114669985469344,Sì,Ostello,355,Vegetarian,No,Primavera-estate,No,Nessuna informazione
348,40.3868086054309,16.337223780922947,No,Gastronomia,464,Vegetarian,No,Primavera-estate,No,Autunno-inverno
349,39.17068119635762,8.513653457835467,Sì,Bed & Breakfast,288,Nessuna informazione,No,Primavera-estate,No,Autunno-inverno
350,41.09712347170545,16.21396774902313,No,All'aperto,113,Gluten-free,No,Nessuna informazione,Sì,Nessuna informazione
351,40.077616505124226,9.576107177024058,No,Gastronomia,240,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
352,41.52768898241705,13.608243018827253,No,All'aperto,450,Nessuna informazione,No,Nessuna informazione,Sì,Autunno-inverno
353,42.054896348359534,12.6733226317294,Sì,Bed & Breakfast,98,Nessuna informazione,No,Nessuna informazione,No,Nessuna informazione
354,40.105624298962006,8.715181079856377,No,Visite storico-culturali,78,Vegetarian,No,Primavera-estate,Sì,Autunno-inverno
355,44.55957100498147,7.907590661967223,No,Visite storico-culturali,163,Vegan,Sì,Primavera-estate,No,Nessuna informazione
356,40.24079205589704,18.328020494048086,Sì,Hotel,500,Gluten-free,Sì,Primavera-estate,No,Nessuna informazione
357,42.279637259217175,13.17002701749371,Sì,Villaggio turistico,180,Vegan,Sì,Autunno-inverno,No,Primavera-estate
358,44.540486244948454,6.958425870010871,Sì,Hotel,395,Gluten-free,No,Primavera-estate,No,Primavera-estate
359,40.37736824678888,18.05512922323245,No,Gastronomia,280,Gluten-free,No,Primavera-estate,No,Nessuna informazione
360,38.92582522430854,8.61517689110659,Sì,Bed & Breakfast,135,Nessuna informazione,Sì,Autunno-inverno,Sì,Nessuna informazione
361,43.142942517260146,12.659150081190717,No,Gastronomia,115,Nessuna informazione,No,Primavera-estate,Sì,Nessuna informazione
362,43.058526986881034,11.21653345566967,Sì,Ostello,189,Vegan,Sì,Primavera-estate,No,Nessuna informazione
363,41.255865027348094,14.837288278749819,No,Gastronomia,343,Gluten-free,No,Autunno-inverno,Sì,Autunno-inverno
364,41.42845940755696,15.601652646459035,No,Visite storico-culturali,455,Vegetarian,Sì,Autunno-inverno,Sì,Nessuna informazione
365,41.626231513877904,15.426284158004123,Sì,Villaggio turistico,335,Gluten-free,No,Primavera-estate,Sì,Nessuna informazione
366,40.2019385298924,9.621268534679144,Sì,Bed & Breakfast,215,Vegan,No,Primavera-estate,No,Nessuna informazione
367,44.98376180393113,12.131878247047446,No,All'aperto,484,Vegan,Sì,Primavera-estate,Sì,Autunno-inverno
368,46.20321298297624,11.665669935717283,No,All'aperto,444,Gluten-free,No,Autunno-inverno,No,Autunno-inverno
369,38.19766940062139,16.057704859857743,No,All'aperto,273,Vegetarian,Sì,Primavera-estate,No,Primavera-estate
370,42.07818699387328,14.083730055427878,No,All'aperto,379,Vegetarian,No,Nessuna informazione,No,Autunno-inverno
371,43.41433640671902,12.60845460196119,Sì,Ostello,38,Vegan,Sì,Primavera-estate,No,Nessuna informazione
372,44.82972261476104,8.690173025442471,No,All'aperto,348,Vegetarian,Sì,Autunno-inverno,Sì,Primavera-estate
373,45.31535707568531,9.595102086140027,Sì,Ostello,138,Nessuna informazione,No,Autunno-inverno,No,Primavera-estate
374,36.8869732317588,14.522976233592043,No,Gastronomia,324,Vegetarian,No,Primavera-estate,No,Primavera-estate
375,41.71368403069418,14.024531378942015,Sì,Bed & Breakfast,143,Vegan,Sì,Autunno-inverno,Sì,Primavera-estate
376,46.53620486903515,12.530503753930796,No,Gastronomia,362,Nessuna informazione,Sì,Nessuna informazione,No,Nessuna informazione
377,42.384327001656615,13.921462475623409,No,All'aperto,308,Vegetarian,Sì,Autunno-inverno,Sì,Autunno-inverno
